#Thorlabs FTS
[SpectrumHeader]
#Date,20240308
#Time,16402848
#GMTTime,8402848
#Instrument,0
#InstrModel,CCS100
#Series,0
#InterferometerSerial,M00239654
#Type,emission
#ChannelIndex,0
#XAxisUnit,nm_air
#YAxisUnit,cal_intensity
#Average,1
#RollingAverage,0
#SpectrumSmooth,0
#SSmoothParam1,0
#SSmoothParam2,0
#SSmoothParam3,0
#SSmoothParam4,0
#IntegrationTime,1.000000
#TriggerMode,0
#AirMeasureOpt,0
#AirTemp,0.00
#AirPressure,0.00
#AirRelHum,0.00
#WnrMin,13501.395508
#WnrMax,31181.589844
#Length,3648
#Resolution,0.0000000000e+00
#ADC,0
#InstrStatus,0
#RefLaserLocked,0
#ChannelIndex,0
#AttenuationFilter,0
#Stitched,0
#ExcitationWavelength_nm,0
#SoftwareVersion,3.310000
#FirmwareVersion,
#Motor_FirmwareVersion,
#ReconstructionAlgorithms_SoftwareVersion,
#Sensor_FirmwareVersion,
#InstrSeriesIdentifier,MUN_CCS_SERIES
#RefGainIndex,0
#RefSignalInPerecent,0.0
#BBRefGainIndex,0
#BBRefSignalInPerecent,0.0
#AutogainStatus,0
#Name,
#Comment,""
#ExtComment,""
#Source,
[Data]
3.206094055e+02,1.276617171e-03
3.207154236e+02,5.042770499e-05
3.208214722e+02,4.485411919e-04
3.209275208e+02,6.396356621e-04
3.210335999e+02,8.944282890e-04
3.211396484e+02,3.529939568e-04
3.212457275e+02,-7.696860121e-05
3.213518066e+02,-9.209691780e-04
3.214579163e+02,-5.387802375e-04
3.215639954e+02,8.227678336e-05
3.216701050e+02,4.007675743e-04
3.217762146e+02,4.007675743e-04
3.218823547e+02,1.451787190e-03
3.219884949e+02,-1.406667579e-04
3.220946045e+02,-7.696860121e-05
3.222007751e+02,5.440884270e-04
3.223069153e+02,-1.725158363e-04
3.224130859e+02,-5.228556693e-04
3.225192261e+02,7.033338188e-04
3.226254272e+02,-4.511952648e-05
3.227315979e+02,-2.521385322e-04
3.228377991e+02,1.531409798e-03
3.229440002e+02,-9.050446097e-04
3.230502014e+02,-6.104406930e-05
3.231564026e+02,1.244768151e-03
3.232626343e+02,-9.368936880e-04
3.233688660e+02,-3.158366890e-04
3.234750977e+02,-5.547047476e-04
3.235813293e+02,-2.043649147e-04
3.236875916e+02,1.133296406e-03
3.237938538e+02,2.892958000e-04
3.239001160e+02,5.281638587e-04
3.240063782e+02,6.874092505e-04
3.241126709e+02,5.281638587e-04
3.242189636e+02,-4.750820808e-04
3.243252563e+02,9.899755241e-04
3.244315491e+02,-1.725158363e-04
3.245378723e+02,2.892958000e-04
3.246441956e+02,1.435862621e-03
3.247505188e+02,-1.406667579e-04
3.248568420e+02,1.181069994e-03
3.249631958e+02,2.255976287e-04
3.250695496e+02,7.192583289e-04
3.251759033e+02,5.281638587e-04
3.252822571e+02,-4.750820808e-04
3.253886414e+02,-3.317612282e-04
3.254950256e+02,-9.289314039e-05
3.256014099e+02,1.181069994e-03
3.257077942e+02,-5.706293159e-04
3.258142090e+02,-2.521385322e-04
3.259205933e+02,1.459749328e-04
3.260270386e+02,-1.159837237e-03
3.261334534e+02,2.733712608e-04
3.262398987e+02,-1.175761805e-03
3.263463135e+02,2.407259541e-03
3.264527588e+02,3.052203392e-04
3.265592346e+02,2.255976287e-04
3.266656799e+02,-8.413464529e-04
3.267721558e+02,9.422018775e-04
3.268786316e+02,5.122393486e-04
3.269851379e+02,-2.680630714e-04
3.270916138e+02,1.467711641e-03
3.271981201e+02,-3.636103065e-04
3.273046265e+02,1.085522701e-03
3.274111328e+02,1.579183387e-03
3.275176697e+02,-7.776482962e-04
3.276242065e+02,2.255976287e-04
3.277307434e+02,8.227678336e-05
3.278372803e+02,-2.362139930e-04
3.279438477e+02,4.485411919e-04
3.280503845e+02,-3.954593849e-04
3.281569519e+02,-1.048365491e-03
3.282635498e+02,5.759375053e-04
3.283701172e+02,6.874092505e-04
3.284767151e+02,2.733712608e-04
3.285833130e+02,-3.954593849e-04
3.286899109e+02,2.574467217e-04
3.287965393e+02,1.300504082e-04
3.289031677e+02,-4.511952648e-05
3.290097961e+02,-8.413464529e-04
3.291164246e+02,6.077865837e-04
3.292230530e+02,-4.113839241e-04
3.293297119e+02,1.101447269e-03
3.294363708e+02,5.042770499e-05
3.295430298e+02,4.166921135e-04
3.296497192e+02,-1.884403755e-04
3.297564087e+02,-1.725158363e-04
3.298630981e+02,-6.502519827e-04
3.299697876e+02,8.944282890e-04
3.300764771e+02,7.033338188e-04
3.301831970e+02,6.635224418e-05
3.302899170e+02,-3.158366890e-04
3.303966370e+02,2.096730896e-04
3.305033569e+02,5.281638587e-04
3.306101074e+02,1.196994563e-03
3.307168579e+02,7.988810539e-04
3.308236084e+02,5.281638587e-04
3.309303894e+02,-5.228556693e-04
3.310371399e+02,-7.139501395e-04
3.311439209e+02,-2.202894539e-04
3.312507019e+02,3.211448784e-04
3.313575134e+02,8.307301323e-04
3.314642944e+02,8.227678336e-05
3.315711060e+02,9.820132254e-05
3.316779175e+02,4.644657311e-04
3.317847595e+02,-4.432330024e-04
3.318915710e+02,-3.636103065e-04
3.319984131e+02,3.052203392e-04
3.321052551e+02,-2.521385322e-04
3.322121277e+02,1.021824544e-03
3.323189697e+02,1.404013485e-03
3.324258423e+02,-7.139501395e-04
3.325327148e+02,1.181069994e-03
3.326395874e+02,-5.228556693e-04
3.327464905e+02,1.101447269e-03
3.328533936e+02,-1.327044902e-05
3.329602966e+02,8.148055640e-04
3.330671997e+02,-2.362139930e-04
3.331741333e+02,-4.750820808e-04
3.332810364e+02,-1.000591903e-03
3.333879700e+02,3.848430351e-04
3.334949341e+02,-5.706293159e-04
3.336018677e+02,1.642881543e-03
3.337088318e+02,-6.661765510e-04
3.338157959e+02,-1.884403755e-04
3.339227600e+02,-1.725158363e-04
3.340297546e+02,1.021824544e-03
3.341367188e+02,1.388089033e-03
3.342437134e+02,-4.910065909e-04
3.343507385e+02,-8.413464529e-04
3.344577332e+02,1.300504082e-04
3.345647583e+02,1.181069994e-03
3.346717834e+02,1.141258617e-04
3.347788086e+02,-5.865538260e-04
3.348858337e+02,7.511074073e-04
3.349928894e+02,6.237110938e-04
3.350999451e+02,5.759375053e-04
3.352070007e+02,-5.865538260e-04
3.353140564e+02,2.040995052e-03
3.354211426e+02,-1.406667579e-04
3.355282288e+02,6.237110938e-04
3.356353149e+02,-5.706293159e-04
3.357424011e+02,5.122393486e-04
3.358495178e+02,-5.228556693e-04
3.359566040e+02,1.626957092e-03
3.360637512e+02,7.670319756e-04
3.361708679e+02,-1.884403755e-04
3.362779846e+02,-1.327044902e-05
3.363851318e+02,7.511074073e-04
3.364922791e+02,-5.706293159e-04
3.365994263e+02,-2.362139930e-04
3.367066040e+02,3.052203392e-04
3.368137817e+02,1.356239896e-03
3.369209595e+02,-3.476857673e-04
3.370281372e+02,-4.591575416e-04
3.371353149e+02,-1.725158363e-04
3.372425232e+02,-4.750820808e-04
3.373497314e+02,-2.362139930e-04
3.374569397e+02,1.857862844e-05
3.375641785e+02,-2.680630714e-04
3.376713867e+02,1.308466308e-03
3.377786255e+02,1.141258617e-04
3.378858643e+02,1.857862844e-05
3.379931335e+02,-7.139501395e-04
3.381003723e+02,2.415221679e-04
3.382076416e+02,-1.088176796e-04
3.383149109e+02,1.459749328e-04
3.384222107e+02,4.326166527e-04
3.385294800e+02,3.450316945e-05
3.386367798e+02,5.918620154e-04
3.387440796e+02,-2.202894539e-04
3.388513794e+02,-8.254219429e-04
3.389587097e+02,-6.821010611e-04
3.390660400e+02,1.547334366e-03
3.391733704e+02,-6.104406930e-05
3.392807007e+02,5.440884270e-04
3.393880310e+02,3.529939568e-04
3.394953918e+02,8.785037207e-04
3.396027527e+02,2.184315817e-03
3.397101135e+02,-6.184029044e-04
3.398175049e+02,2.415221679e-04
3.399248657e+02,-3.158366890e-04
3.400322571e+02,4.485411919e-04
3.401396484e+02,3.450316945e-05
3.402470703e+02,3.689184960e-04
3.403544617e+02,-2.202894539e-04
3.404618835e+02,-4.591575416e-04
3.405693054e+02,1.165145426e-03
3.406767578e+02,8.625792107e-04
3.407841797e+02,1.618994720e-04
3.408916321e+02,3.529939568e-04
3.409990845e+02,-6.980256294e-04
3.411065674e+02,-2.999121498e-04
3.412140198e+02,4.485411919e-04
3.413215027e+02,2.096730896e-04
3.414289856e+02,-1.096139080e-03
3.415364685e+02,6.555601722e-04
3.416439819e+02,-2.362139930e-04
3.417514648e+02,1.579183387e-03
3.418589783e+02,4.644657311e-04
3.419664917e+02,1.181069994e-03
3.420740356e+02,-1.565912971e-04
3.421815796e+02,1.117371838e-03
3.422891235e+02,1.937485504e-04
3.423966675e+02,3.370694176e-04
3.425042114e+02,-7.776482962e-04
3.426117859e+02,9.262773674e-04
3.427193298e+02,-1.247422188e-04
3.428269348e+02,8.227678336e-05
3.429345093e+02,4.166921135e-04
3.430420837e+02,9.581264458e-04
3.431496887e+02,4.326166527e-04
3.432572937e+02,3.052203392e-04
3.433649292e+02,-1.565912971e-04
3.434725342e+02,5.281638587e-04
3.435801697e+02,-6.104406930e-05
3.436878052e+02,-5.547047476e-04
3.437954407e+02,1.618994720e-04
3.439030762e+02,-1.048365491e-03
3.440107422e+02,-2.521385322e-04
3.441184082e+02,-4.273084633e-04
3.442260742e+02,7.033338188e-04
3.443337708e+02,1.865825150e-03
3.444414368e+02,2.574467217e-04
3.445491333e+02,5.281638587e-04
3.446568298e+02,-6.502519827e-04
3.447645264e+02,1.101447269e-03
3.448722534e+02,1.459749328e-04
3.449799805e+02,8.785037207e-04
3.450877075e+02,1.618994720e-04
3.451954346e+02,8.785037207e-04
3.453031921e+02,-6.024783943e-04
3.454109192e+02,-2.362139930e-04
3.455186768e+02,-2.521385322e-04
3.456264648e+02,2.415221679e-04
3.457342224e+02,-2.202894539e-04
3.458420105e+02,2.654089712e-06
3.459497986e+02,3.052203392e-04
3.460575867e+02,8.944282890e-04
3.461653748e+02,-1.247422188e-04
3.462731934e+02,-2.362139930e-04
3.463810120e+02,8.944282890e-04
3.464888306e+02,5.281638587e-04
3.465966492e+02,2.096730896e-04
3.467044678e+02,7.033338188e-04
3.468123169e+02,7.511074073e-04
3.469201660e+02,9.581264458e-04
3.470280151e+02,-8.891200996e-04
3.471358948e+02,5.440884270e-04
3.472437744e+02,-9.209691780e-04
3.473516541e+02,1.857862844e-05
3.474595337e+02,2.574467217e-04
3.475674133e+02,5.440884270e-04
3.476753235e+02,7.033338188e-04
3.477832336e+02,1.778240112e-04
3.478911438e+02,-7.617237861e-04
3.479990540e+02,4.326166527e-04
3.481069946e+02,-5.387802375e-04
3.482149353e+02,4.644657311e-04
3.483228760e+02,1.404013485e-03
3.484308167e+02,-1.064290060e-03
3.485387573e+02,8.625792107e-04
3.486467285e+02,1.133296406e-03
3.487546997e+02,3.211448784e-04
3.488626709e+02,4.644657311e-04
3.489706726e+02,-5.228556693e-04
3.490786438e+02,9.899755241e-04
3.491866455e+02,-5.387802375e-04
3.492946472e+02,-7.139501395e-04
3.494026794e+02,-1.000591903e-03
3.495106812e+02,6.635224418e-05
3.496187134e+02,-3.476857673e-04
3.497267456e+02,6.237110938e-04
3.498348083e+02,-1.088176796e-04
3.499428406e+02,6.874092505e-04
3.500509033e+02,5.759375053e-04
3.501589661e+02,2.892958000e-04
3.502670288e+02,-5.865538260e-04
3.503751221e+02,6.396356621e-04
3.504831848e+02,1.244768151e-03
3.505912781e+02,-4.273084633e-04
3.506993713e+02,9.581264458e-04
3.508074951e+02,1.340315328e-03
3.509155884e+02,2.415221679e-04
3.510237122e+02,1.196994563e-03
3.511318359e+02,3.370694176e-04
3.512399597e+02,1.881749718e-03
3.513481140e+02,-3.476857673e-04
3.514562683e+02,-3.636103065e-04
3.515644226e+02,-5.228556693e-04
3.516725769e+02,1.459749328e-04
3.517807312e+02,-7.617237861e-04
3.518889160e+02,2.733712608e-04
3.519971008e+02,1.181069994e-03
3.521052856e+02,1.459749328e-04
3.522134705e+02,-5.069311592e-04
3.523216858e+02,-4.910065909e-04
3.524299011e+02,-4.273084633e-04
3.525381165e+02,-4.750820808e-04
3.526463318e+02,1.141258617e-04
3.527545776e+02,4.166921135e-04
3.528627930e+02,-2.043649147e-04
3.529710388e+02,-2.043649147e-04
3.530793152e+02,2.892958000e-04
3.531875610e+02,-2.362139930e-04
3.532958374e+02,1.778240112e-04
3.534041138e+02,-7.139501395e-04
3.535123901e+02,-4.511952648e-05
3.536206665e+02,7.829564856e-04
3.537289734e+02,6.635224418e-05
3.538372803e+02,-1.884403755e-04
3.539455872e+02,1.300504082e-04
3.540538940e+02,8.148055640e-04
3.541622009e+02,-8.413464529e-04
3.542705383e+02,2.654089712e-06
3.543788757e+02,6.874092505e-04
3.544872131e+02,2.025070600e-03
3.545955811e+02,1.467711641e-03
3.547039185e+02,7.670319756e-04
3.548122864e+02,-1.327044902e-05
3.549206543e+02,8.625792107e-04
3.550290527e+02,1.149220858e-03
3.551374207e+02,9.740509558e-04
3.552458191e+02,1.754353405e-03
3.553542175e+02,2.255976287e-04
3.554626160e+02,1.356239896e-03
3.555710449e+02,8.148055640e-04
3.556794434e+02,1.937485504e-04
3.557878723e+02,1.165145426e-03
3.558963013e+02,-1.159837237e-03
